4.4800 -148.41457893
4.4800 -148.42140936
4.4800 -148.42721279
4.4800 -148.43203841
4.4800 -148.43595396
4.4800 -148.43902442
4.4800 -148.44133641
4.4800 -148.44294388
4.4800 -148.44388095
4.4800 -148.44420373
4.4800 -148.44392342
4.4800 -148.44308488
4.4800 -148.44174487
4.5000 -148.41944032
4.5000 -148.42571428
4.5000 -148.43098151
4.5000 -148.43530608
4.5000 -148.43876404
4.5000 -148.44140884
4.5000 -148.44333052
4.5000 -148.44456290
4.5000 -148.44514425
4.5000 -148.44511506
4.5000 -148.44449877
4.5000 -148.44335058
4.5000 -148.44171954
4.5200 -148.42375664
4.5200 -148.42947948
4.5200 -148.43422994
4.5200 -148.43807134
4.5200 -148.44108916
4.5200 -148.44333291
4.5200 -148.44487018
4.5200 -148.44573946
4.5200 -148.44598196
4.5200 -148.44560030
4.5200 -148.44466496
4.5200 -148.44320614
4.5200 -148.44128394
4.5400 -148.42754519
4.5400 -148.43273065
4.5400 -148.43697998
4.5400 -148.44037623
4.5400 -148.44296393
4.5400 -148.44482773
4.5400 -148.44600374
4.5400 -148.44650996
4.5400 -148.44639441
4.5400 -148.44567806
4.5400 -148.44442483
4.5400 -148.44267251
4.5400 -148.44046318
4.5600 -148.43080935
4.5600 -148.43548600
4.5600 -148.43926268
4.5600 -148.44221785
4.5600 -148.44440989
4.5600 -148.44589272
4.5600 -148.44670052
4.5600 -148.44685609
4.5600 -148.44639235
4.5600 -148.44535510
4.5600 -148.44379269
4.5600 -148.44174809
4.5600 -148.43926788
4.5800 -148.43357840
4.5800 -148.43776453
4.5800 -148.44109318
4.5800 -148.44363015
4.5800 -148.44544009
4.5800 -148.44655720
4.5800 -148.44699364
4.5800 -148.44679618
4.5800 -148.44600168
4.5800 -148.44465279
4.5800 -148.44278720
4.5800 -148.44046052
4.5800 -148.43771703
4.6000 -148.43589207
4.6000 -148.43959993
4.6000 -148.44249649
4.6000 -148.44463338
4.6000 -148.44607818
4.6000 -148.44682163
4.6000 -148.44690791
4.6000 -148.44637001
4.6000 -148.44524521
4.6000 -148.44358284
4.6000 -148.44142815
4.6000 -148.43883098
4.6000 -148.43583928
4.6200 -148.43775106
4.6200 -148.44102207
4.6200 -148.44350276
4.6200 -148.44527338
4.6200 -148.44632837
4.6200 -148.44670889
4.6200 -148.44644920
4.6200 -148.44557498
4.6200 -148.44412768
4.6200 -148.44216709
4.6200 -148.43972877
4.6200 -148.43687168
4.6200 -148.43363903
4.6400 -148.43918835
4.6400 -148.44202843
4.6400 -148.44411987
4.6400 -148.44550893
4.6400 -148.44620162
4.6400 -148.44622667
4.6400 -148.44562027
4.6400 -148.44440948
4.6400 -148.44265691
4.6400 -148.44040579
4.6400 -148.43770109
4.6400 -148.43459580
4.6400 -148.43113260
4.6600 -148.44022913
4.6600 -148.44267008
4.6600 -148.44438176
4.6600 -148.44538939
4.6600 -148.44570972
4.6600 -148.44538691
4.6600 -148.44444069
4.6600 -148.44291787
4.6600 -148.44086455
4.6600 -148.43833070
4.6600 -148.43536296
4.6600 -148.43201707
4.6600 -148.42832459
4.6800 -148.44090048
4.6800 -148.44294015
4.6800 -148.44427385
4.6800 -148.44490685
4.6800 -148.44488051
4.6800 -148.44420580
4.6800 -148.44292386
4.6800 -148.44108473
4.6800 -148.43874099
4.6800 -148.43593795
4.6800 -148.43273037
4.6800 -148.42915124
4.6800 -148.42523907
