3.0000 -143.50912898
3.0200 -143.68119961
3.0400 -143.85370945
3.0600 -144.02579650
3.0800 -144.19713054
3.1000 -144.36690722
3.1200 -144.53384897
3.1400 -144.69806547
3.1600 -144.85932570
3.1800 -145.01737742
3.2000 -145.17122628
3.2200 -145.32055485
3.2400 -145.46517783
3.2600 -145.60522359
3.2800 -145.74072002
3.3000 -145.87175989
3.3200 -145.99822724
3.3400 -146.12017186
3.3600 -146.23770261
3.3800 -146.35074955
3.4000 -146.45942377
3.4200 -146.56389127
3.4400 -146.66412658
3.4600 -146.76037281
3.4800 -146.85261592
3.5000 -146.94103978
3.5200 -147.02573590
3.5400 -147.10672621
3.5600 -147.18425686
3.5800 -147.25831197
3.6000 -147.32903693
3.6200 -147.39654314
3.6400 -147.46090988
3.6600 -147.52228109
3.6800 -147.58074140
3.7000 -147.63633167
3.7200 -147.68921798
3.7400 -147.73949774
3.7600 -147.78724186
3.7800 -147.83255015
3.8000 -147.87550929
3.8200 -147.91620924
3.8400 -147.95472894
3.8600 -147.99115797
3.8800 -148.02559894
3.9000 -148.05808438
3.9200 -148.08872757
3.9400 -148.11758452
3.9600 -148.14473576
3.9800 -148.17022154
4.0000 -148.19413911
4.0200 -148.21657580
4.0400 -148.23754445
4.0600 -148.25711042
4.0800 -148.27534460
4.1000 -148.29231340
4.1200 -148.30804701
4.1400 -148.32261181
4.1600 -148.33606121
4.1800 -148.34845036
4.2000 -148.35980405
4.2200 -148.37033308
4.2400 -148.37997002
4.2600 -148.38879504
4.2800 -148.39681384
4.3000 -148.40409343
4.3200 -148.41068022
4.3400 -148.41660614
4.3600 -148.42191980
4.3800 -148.42664968
4.4000 -148.43081248
4.4200 -148.43446532
4.4400 -148.43761215
4.4600 -148.44026717
4.4800 -148.44246093
4.5000 -148.44420577
4.5200 -148.44551123
4.5400 -148.44640630
4.5600 -148.44687345
4.5800 -148.44694158
4.6000 -148.44663089
4.6200 -148.44594971
4.6400 -148.44489582
4.6600 -148.44351714
4.6800 -148.44179290
4.7000 -148.43974519
4.7200 -148.43741757
4.7400 -148.43477957
4.7600 -148.43188610
4.7800 -148.42870760
4.8000 -148.42528563
4.8200 -148.42162463
4.8400 -148.41773887
4.8600 -148.41363862
4.8800 -148.40932428
4.9000 -148.40481895
4.9200 -148.40013166
4.9400 -148.39526137
4.9600 -148.39023025
4.9800 -148.38504386
5.0000 -148.37971204
5.0200 -148.37423460
5.0400 -148.36864036
5.0600 -148.36291494
5.0800 -148.35707488
5.1000 -148.35112761
5.1200 -148.34509027
5.1400 -148.33894807
5.1600 -148.33272336
5.1800 -148.32642493
5.2000 -148.32005637
5.2200 -148.31361789
5.2400 -148.30712114
5.2600 -148.30055898
5.2800 -148.29395305
5.3000 -148.28730629
5.3200 -148.28060994
5.3400 -148.27389539
5.3600 -148.26714976
5.3800 -148.26037324
5.4000 -148.25357570
5.4200 -148.24676982
5.4400 -148.23994578
5.4600 -148.23312200
5.4800 -148.22628619
5.5000 -148.21945925
5.5200 -148.21263382
5.5400 -148.20580031
5.5600 -148.19897540
5.5800 -148.19218053
5.6000 -148.18538190
5.6200 -148.17859165
5.6400 -148.17181693
5.6600 -148.16507085
5.6800 -148.15833493
5.7000 -148.15161474
5.7200 -148.14492870
5.7400 -148.13825239
5.7600 -148.13160953
5.7800 -148.12499317
5.8000 -148.11839671
5.8200 -148.11183301
5.8400 -148.10529721
5.8600 -148.09880530
